iter	Logloss
199	0.1701992628
200	0.1700501845
201	0.1699835883
202	0.1698839315
203	0.1698796929
204	0.169748603
205	0.1695396932
206	0.169489034
207	0.1693693542
208	0.1693038093
209	0.1692054918
210	0.1690914408
211	0.1689702691
212	0.168875885
213	0.1688138496
214	0.1687386915
215	0.1686601088
216	0.1685598416
217	0.1685052151
218	0.1683940803
219	0.1683206685
220	0.1681435818
221	0.1680353461
222	0.1679107666
223	0.1677875434
224	0.1676800198
225	0.1676043701
226	0.1674945407
227	0.1673940362
228	0.1673940023
229	0.1673286268
230	0.167225274
231	0.1671396552
232	0.1669907125
233	0.1669199965
234	0.1668253242
235	0.1666860284
236	0.1666133457
237	0.1665199449
238	0.1664318339
239	0.1663471815
240	0.1662656996
241	0.1661584981
242	0.1660757107
243	0.165973426
244	0.1658816698
245	0.165779012
246	0.1657132297
247	0.165642785
248	0.165542806
249	0.1654302979
250	0.1653236559
251	0.1653019884
252	0.1652382575
253	0.1651753404
254	0.1650649685
255	0.1650109863
256	0.1649453735
257	0.1648618571
258	0.1647456699
259	0.1646702067
260	0.1645743137
261	0.1644807604
262	0.1643631321
263	0.1642800225
264	0.1641722276
265	0.164087304
266	0.164006958
267	0.164006958
268	0.1639381239
269	0.1638510301
270	0.1637337409
271	0.1636389499
272	0.1635335795
273	0.1634591675
274	0.1633992513
275	0.1633337572
276	0.1632191637
277	0.1630794949
278	0.1629256185
279	0.1628485277
280	0.1627595181
281	0.1626762899
282	0.1626079983
283	0.1624701436
284	0.1623710802
285	0.1623238288
286	0.1622939385
287	0.1622164239
288	0.162147149
289	0.162007938
290	0.1618485175
291	0.1617419773
292	0.1617015584
293	0.1616316732
294	0.1615545485
295	0.1614775933
296	0.1613588969
297	0.1612128025
298	0.1611682468
299	0.1610959201
300	0.1610219998
301	0.1609399075
302	0.1607685852
303	0.160696835
304	0.1605353461
305	0.1604071723
306	0.1603287421
307	0.1602497864
308	0.1601856316
309	0.1600904338
310	0.1599858263
311	0.1599190606
312	0.1598389181
313	0.159699724
314	0.1595596992
315	0.1594772508
316	0.1593833754
317	0.1592882114
318	0.159149509
319	0.1590661112
320	0.1589695231
321	0.1588828193
322	0.1588313124
323	0.158729994
324	0.158663737
325	0.1585891724
326	0.1585214912
327	0.1584691366
328	0.1584450277
329	0.1583393351
330	0.1582559204
331	0.158146837
332	0.1580500624
333	0.157958001
334	0.1578390333
335	0.1577562968
336	0.157609592
337	0.15749705
338	0.1574003771
339	0.1572910902
340	0.1572386678
341	0.1571823798
342	0.1571156311
343	0.1570168559
344	0.1569414944
345	0.1568650987
346	0.1568135749
347	0.1567195638
348	0.1566544935
349	0.1565554301
350	0.1564807977
351	0.156366645
352	0.1562952169
353	0.1562178209
354	0.1561608887
355	0.1560131836
356	0.1559209527
357	0.1558666484
358	0.1557720269
359	0.1556473796
360	0.1555803935
361	0.1555171373
362	0.1554386224
363	0.1553134664
364	0.1552298143
365	0.1551353794
366	0.1550462511
367	0.1549366591
368	0.1548690118
369	0.1548299154
370	0.1547680155
371	0.1546887037
372	0.1545668199
373	0.1544374254
374	0.1543729316
375	0.1542939758
376	0.1542215135
377	0.1541330973
378	0.1540674167
379	0.1539810689
380	0.1538787503
381	0.1538161045
382	0.1537080553
383	0.1536117723
384	0.1535434299
385	0.1534783766
386	0.1534246148
387	0.1533531019
388	0.153287167
389	0.1531895277
390	0.1530701192
391	0.1529822964
392	0.1529206679
393	0.1528781806
394	0.1528001234
395	0.1527077908
396	0.1526494175
397	0.152560357
398	0.1524980672
399	0.1524430678
400	0.1523820326
401	0.152303026
402	0.1522488742
403	0.1521751234
404	0.1520827908
405	0.1519808282
406	0.1519080098
407	0.1517993842
408	0.151737247
409	0.1516718716
410	0.1515892198
411	0.1515115696
412	0.1514287991
413	0.1513513862
414	0.1512637329
415	0.1511976115
416	0.151094496
417	0.1510260349
418	0.1509517246
419	0.1508669705
420	0.1508052741
421	0.150712009
422	0.150652788
423	0.1506151666
424	0.1505568102
425	0.1505031501
426	0.1503909302
427	0.1502798631
428	0.1501912435
429	0.150034417
430	0.1499499512
431	0.1498971219
432	0.1498557875
433	0.1497810194
434	0.1496894328
435	0.149604933
436	0.1495149231
437	0.14940055
438	0.1493243239
439	0.1492657471
440	0.1491925388
441	0.1491197544
442	0.1490049065
443	0.1489100308
444	0.1488623047
445	0.1488342285
446	0.1487666151
447	0.1487033081
448	0.1486323039
449	0.1485632663
450	0.1485162862
451	0.1484639147
452	0.1483698188
453	0.1482948473
454	0.1482459344
455	0.1481615024
456	0.1481336127
457	0.1480983988
458	0.1480095418
459	0.147952474
460	0.14787323
461	0.1477899509
462	0.1477181329
463	0.1476641507
464	0.1475519477
465	0.1474711778
466	0.1474055311
467	0.147333001
468	0.14723565
469	0.1471657308
470	0.1471033054
471	0.1470242988
472	0.1469759454
473	0.1469469198
474	0.1468725077
475	0.1468353102
476	0.1467522346
477	0.1467085097
478	0.1466513062
479	0.1465634325
480	0.1464948527
481	0.1464456346
482	0.1463544549
483	0.1462913005
484	0.146259274
485	0.1462016466
486	0.1461388482
487	0.1460368178
488	0.1459897529
489	0.1459327359
490	0.1458708869
491	0.1458567471
492	0.1457757568
493	0.1457081434
494	0.1456314596
495	0.1455428738
496	0.1454759725
497	0.1454090542
498	0.1453455777
499	0.1452435133
500	0.1451959059
501	0.1451109484
502	0.145032959
503	0.1449879456
504	0.1449212307
505	0.1448679776
506	0.1448290846
507	0.1447555542
508	0.1446923828
509	0.1446217855
510	0.1445633782
511	0.1445133803
512	0.1444449531
513	0.144392395
514	0.1443430583
515	0.1442867703
516	0.1441996935
517	0.1441389635
518	0.1440742662
519	0.1439952257
520	0.1439483473
521	0.1438454861
522	0.1437832303
523	0.14372484
524	0.1436738756
525	0.1436277093
526	0.1435356988
527	0.1434625075
528	0.1434037272
529	0.1433221605
530	0.1432435777
531	0.143180898
532	0.1431173706
533	0.14304501
534	0.1429875353
535	0.1429434204
536	0.1428589884
537	0.1427917141
538	0.142727339
539	0.1426853434
540	0.1426169501
541	0.1425178867
542	0.1424452718
543	0.1423956129
544	0.1423147244
545	0.1422410923
546	0.1421564399
547	0.1420890893
548	0.1420412021
549	0.1419578637
550	0.1418901232
551	0.141826138
552	0.1417749702
553	0.1417054749
554	0.1416209327
555	0.141547309
556	0.1415003883
557	0.1414463043
558	0.1413599311
559	0.1412975396
560	0.1412576124
561	0.1412109375
562	0.14116038
563	0.1411195034
564	0.1410760583
565	0.1410005018
566	0.1409575229
567	0.1409004805
568	0.1408356137
569	0.1407716709
570	0.1406707848
571	0.1405641005
572	0.1404896461
573	0.140429128
574	0.1403677199
575	0.1403351508
576	0.1402877129
577	0.140222168
578	0.1401446025
579	0.1400876278
580	0.1399747721
581	0.139929852
582	0.1398532359
583	0.1397826894
584	0.1397125244
585	0.1396471829
586	0.1395930735
587	0.139534022
588	0.1394649421
589	0.1393974474
590	0.1393696255
591	0.1393217892
592	0.1392305417
593	0.1391384633
594	0.1390676202
595	0.1390212928
596	0.1389753723
597	0.1389127265
598	0.1388696967
599	0.138821445
600	0.1387133959
601	0.1386527167
602	0.1385343933
603	0.1385000271
604	0.1384337955
605	0.1383829668
606	0.138335851
607	0.138260498
608	0.13821295
609	0.1381930966
610	0.1381225247
611	0.1379798381
612	0.1379245504
613	0.1378574541
614	0.1378151279
615	0.1377545929
616	0.137691786
617	0.1376560296
618	0.1375981734
619	0.1375614675
620	0.1374555376
621	0.1373898655
622	0.1372762129
623	0.1372509257
624	0.1371836005
625	0.1371396213
626	0.1370970747
627	0.1370397186
628	0.1369878981
629	0.1369360691
630	0.1369059245
631	0.1368517219
632	0.1367902374
633	0.1367247687
634	0.1366370392
635	0.1365793101
636	0.136503262
637	0.1364860874
638	0.13642885
639	0.1363366699
640	0.1362800937
641	0.1362569851
642	0.1361485036
643	0.1361035834
644	0.1360558319
645	0.1360137346
646	0.1359228346
647	0.1358569929
648	0.135798645
649	0.1357060411
650	0.1356438192
651	0.1355186462
652	0.135415073
653	0.1353648207
654	0.1352948931
655	0.1352082909
656	0.1351598443
657	0.1350889926
658	0.1350323995
659	0.1349449158
660	0.1348878988
661	0.1348196072
662	0.1347562493
663	0.1347063361
664	0.1345955234
665	0.1344980113
666	0.1344280836
667	0.1343726095
668	0.1342719862
669	0.1342007531
670	0.1341574266
671	0.1340957048
672	0.134023624
673	0.1339330207
674	0.1338517422
675	0.1338175117
676	0.1337681749
677	0.1336858961
678	0.1336195374
679	0.133603363
680	0.1335025703
681	0.1334475708
682	0.1333974372
683	0.1333554416
684	0.1333001031
685	0.1332424588
686	0.1331675381
687	0.1331039937
688	0.1330510457
689	0.1329645962
690	0.1329372152
691	0.1329017385
692	0.1328645749
693	0.1328089396
694	0.1327681902
695	0.1326809692
696	0.1326028103
697	0.1325710297
698	0.1325107151
699	0.1324132368
700	0.1323758613
701	0.132345598
702	0.1322972785
703	0.1322596317
704	0.1322140333
705	0.1321641371
706	0.1321124437
707	0.132026825
708	0.1319494629
709	0.1318409729
710	0.1317772081
711	0.1317018467
712	0.1316478814
713	0.1315997399
714	0.131532881
715	0.1314951155
716	0.1314081573
717	0.1313630083
718	0.1312793816
719	0.1312250943
720	0.1311653985
721	0.1311064233
722	0.1310691833
723	0.1309674327
724	0.1308497704
725	0.130824195
726	0.1307417128
727	0.130725335
728	0.1306767019
729	0.130617396
730	0.1305642276
731	0.1304918586
732	0.1304133606
733	0.1303587511
734	0.1303222656
735	0.1302550168
736	0.1302041796
737	0.1301520454
738	0.130114958
739	0.1300415548
740	0.1299959903
741	0.1299085236
742	0.1298249563
743	0.129736006
744	0.1296486749
745	0.1296329668
746	0.1295601061
747	0.129450921
748	0.1293877665
749	0.1293585629
750	0.1293198649
751	0.129245207
752	0.1292185974
753	0.1291555108
754	0.1290949504
755	0.1290502845
756	0.1290045166
757	0.1289620124
758	0.128901825
759	0.1288557858
760	0.1288204278
761	0.1287677765
762	0.1287336561
763	0.1286597443
764	0.1286104414
765	0.1285699124
766	0.128493042
767	0.1284336599
768	0.1283800591
769	0.1283523899
770	0.1282660506
771	0.1282124752
772	0.1281680467
773	0.1281204817
774	0.1280893962
775	0.1280478499
776	0.1280038198
777	0.1279119534
778	0.1278453488
779	0.1278129239
780	0.1277376387
781	0.1276808082
782	0.1276355235
783	0.1275802188
784	0.127550354
785	0.1275031281
786	0.1274104987
787	0.1273749118
788	0.1273196157
789	0.1272706434
790	0.1272230699
791	0.1271759881
792	0.1271478695
793	0.1270528412
794	0.1270385997
795	0.1270296987
796	0.1270212979
797	0.1269166056
798	0.1268559604
799	0.1267961375
800	0.1267562866
801	0.1267268372
802	0.1266934035
803	0.1265716722
804	0.1265344323
805	0.1264940219
806	0.1264053684
807	0.1263625081
808	0.12627889
809	0.1262369622
810	0.1261928474
811	0.1261401113
812	0.1260857391
813	0.1260127343
814	0.1259535726
815	0.1258827972
816	0.1257900492
817	0.1257273865
818	0.125647015
819	0.1255695682
820	0.1254862044
821	0.1253934987
822	0.125329912
823	0.1252489217
824	0.1251980252
825	0.1251519691
826	0.1251145257
827	0.125072954
828	0.1250312127
829	0.1249705844
830	0.1249580722
831	0.1248890008
832	0.1247763062
833	0.1247371419
834	0.1247091166
835	0.1246142239
836	0.1245561303
837	0.1244551765
838	0.1244256253
839	0.1243849352
840	0.1243485514
841	0.124309667
842	0.1242056613
843	0.1241631063
844	0.1240998332
845	0.1240379333
846	0.1239732107
847	0.1239093187
848	0.1238342879
849	0.1237744649
850	0.1236798435
851	0.1235771264
852	0.1235379622
853	0.1234488
854	0.1234057787
855	0.1233754645
856	0.1233443281
857	0.1232762994
858	0.1232359568
859	0.123195148
860	0.123132604
861	0.1230218082
862	0.1229627906
863	0.1229072062
864	0.1228614638
865	0.1228473409
866	0.1227927907
867	0.1227502865
868	0.122676629
869	0.1226249864
870	0.1225794813
871	0.1225288137
872	0.1224660407
873	0.1224283515
874	0.1223817613
875	0.1223074426
876	0.1222707791
877	0.1222048696
878	0.1221440379
879	0.1221018728
880	0.1220176019
881	0.1219883389
882	0.1219359334
883	0.121909434
884	0.1218577745
885	0.1217909834
886	0.1217049238
887	0.1216569858
888	0.1216159058
889	0.1215444183
890	0.1214979384
891	0.1214608341
892	0.1214028761
893	0.1213234795
894	0.1213026937
895	0.1212690565
896	0.1212053087
897	0.1211775547
898	0.1211441294
899	0.1211060079
900	0.121035419
901	0.1209318373
902	0.1208539157
903	0.1207948812
904	0.1207271406
905	0.1206769307
906	0.1206683519
907	0.1206132168
908	0.1205880737
909	0.1205385674
910	0.1204914771
911	0.1204226006
912	0.1203823174
913	0.120340288
914	0.12025049
915	0.1202034844
916	0.1201405758
917	0.12011183
918	0.1200471836
919	0.1199610816
920	0.11992964
921	0.1198764547
922	0.1198263041
923	0.1197752041
924	0.1196876865
925	0.1196392314
926	0.1195477295
927	0.1194669766
928	0.1194496494
929	0.1194017368
930	0.1193673876
931	0.1193095228
932	0.1192769538
933	0.1191958788
934	0.1191213142
935	0.1190757667
936	0.1190679084
937	0.1189918179
938	0.1189389208
939	0.1189044274
940	0.1188245053
941	0.118785358
942	0.1187645467
943	0.1187313843
944	0.1186999427
945	0.1186372969
946	0.1186116876
947	0.1185667928
948	0.1184897868
949	0.1184515635
950	0.1183799489
951	0.118343472
952	0.1182868788
953	0.1182463243
954	0.1181626553
955	0.1181228638
956	0.1180956353
957	0.1180398051
958	0.1179832798
959	0.1179250929
960	0.1178586324
961	0.1177890693
962	0.1177201758
963	0.1176566739
964	0.1175653415
965	0.1175190311
966	0.1174602763
967	0.1174274614
968	0.117391527
969	0.1173458099
970	0.1173141734
971	0.1172871568
972	0.1171917725
973	0.1171268378
974	0.117074212
975	0.11701494
976	0.1169872877
977	0.116962738
978	0.1169059584
979	0.1168341064
980	0.116764306
981	0.1167035675
982	0.1166733551
983	0.1166001892
984	0.1165131802
985	0.1164491611
986	0.1163983324
987	0.1163519626
988	0.1163161384
989	0.1162901815
990	0.1162622325
991	0.1162300788
992	0.1161504957
993	0.1160860697
994	0.116063402
995	0.1160289341
996	0.1159913974
997	0.1159806146
998	0.1159634399
999	0.1158739726
